codigo_cie,nombre,categoria,palabras_clave,sintomas
D0298,Eczema alérgico de contacto,Enfermedades dermatológicas,"['azúcar en sangre', 'ansiedad', 'hipotiroidismo', 'dolor', 'problema digestivo', 'eczema']","['hinchazón', 'vómitos', 'visión borrosa', 'mareos', 'tos', 'pérdida de apetito']"
D0299,Urticaria crónica,Enfermedades dermatológicas,"['azúcar en sangre', 'problema digestivo', 'artritis', 'hipotiroidismo', 'infección', 'ictus']","['visión borrosa', 'pérdida de memoria', 'fatiga', 'hinchazón', 'confusión', 'diarrea']"
D0300,Lupus cutáneo discoide,Enfermedades dermatológicas,"['eczema', 'ataque al corazón', 'depresión', 'colesterol', 'ictus', 'hipotiroidismo']","['náuseas', 'tos', 'pérdida de memoria', 'dolor de cabeza', 'fiebre', 'diarrea']"
D0301,Psoriasis vulgar,Enfermedades dermatológicas,"['azúcar en sangre', 'ataque al corazón', 'ansiedad', 'ictus', 'problema digestivo', 'cáncer']","['dolor abdominal', 'vómitos', 'fatiga', 'confusión', 'problemas para dormir', 'sangrado']"
D0302,Dermatitis atópica infantil,Enfermedades dermatológicas,"['ictus', 'infección', 'problema cardíaco', 'presión alta', 'eczema', 'diabetes']","['fiebre', 'sangrado', 'visión borrosa', 'fatiga', 'pérdida de memoria', 'mareos']"
D0303,Rosácea papulopustulosa,Enfermedades dermatológicas,"['presión alta', 'azúcar en sangre', 'alergia', 'epilepsia', 'inflamación', 'infección']","['problemas para dormir', 'dolor abdominal', 'confusión', 'tos', 'dolor torácico', 'náuseas']"
D0304,Vitíligo segmentario,Enfermedades dermatológicas,"['alergia', 'problema cardíaco', 'colesterol', 'problema digestivo', 'inflamación', 'diabetes']","['dolor de cabeza', 'visión borrosa', 'tos', 'pérdida de memoria', 'náuseas', 'fatiga']"
D0305,Melanoma de extensión superficial,Enfermedades dermatológicas,"['eczema', 'epilepsia', 'presión alta', 'colesterol', 'artritis', 'ictus']","['vómitos', 'pérdida de apetito', 'tos', 'fiebre', 'dolor torácico', 'hinchazón']"
D0306,Queratosis actínica,Enfermedades dermatológicas,"['inflamación', 'alergia', 'infección', 'presión alta', 'ansiedad', 'asma']","['visión borrosa', 'náuseas', 'pérdida de apetito', 'dolor torácico', 'dolor de cabeza', 'vómitos']"
D0307,Acné inflamatorio severo,Enfermedades dermatológicas,"['cáncer', 'artritis', 'ataque al corazón', 'epilepsia', 'colesterol', 'depresión']","['vómitos', 'tos', 'dolor abdominal', 'náuseas', 'problemas para dormir', 'sangrado']"
D0308,Eczema alérgico de contacto,Enfermedades dermatológicas,"['azúcar en sangre', 'cáncer', 'depresión', 'artritis', 'dolor', 'asma']","['fatiga', 'sangrado', 'problemas para dormir', 'pérdida de peso', 'vómitos', 'visión borrosa']"
D0309,Urticaria crónica,Enfermedades dermatológicas,"['cáncer', 'epilepsia', 'eczema', 'ataque al corazón', 'problema cardíaco', 'colesterol']","['hinchazón', 'tos', 'confusión', 'pérdida de apetito', 'diarrea', 'dificultad para respirar']"
D0310,Lupus cutáneo discoide,Enfermedades dermatológicas,"['asma', 'cáncer', 'artritis', 'epilepsia', 'dolor', 'colesterol']","['confusión', 'sangrado', 'náuseas', 'dolor de cabeza', 'diarrea', 'fatiga']"
D0311,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['ataque al corazón', 'cáncer', 'inflamación', 'hipotiroidismo', 'ansiedad', 'presión alta']","['mareos', 'visión borrosa', 'hinchazón', 'pérdida de peso', 'fiebre', 'náuseas']"
D0312,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['ansiedad', 'eczema', 'problema digestivo', 'ataque al corazón', 'hipotiroidismo', 'depresión']","['problemas para dormir', 'dificultad para respirar', 'hinchazón', 'pérdida de memoria', 'pérdida de peso', 'fiebre']"
D0313,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['asma', 'artritis', 'dolor', 'presión alta', 'problema cardíaco', 'alergia']","['sangrado', 'diarrea', 'pérdida de peso', 'pérdida de apetito', 'dolor de cabeza', 'dolor abdominal']"
D0314,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['infección', 'alergia', 'colesterol', 'diabetes', 'presión alta', 'depresión']","['diarrea', 'problemas para dormir', 'pérdida de apetito', 'sangrado', 'dificultad para respirar', 'dolor de cabeza']"
D0315,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['eczema', 'colesterol', 'epilepsia', 'infección', 'alergia', 'ataque al corazón']","['pérdida de memoria', 'dolor abdominal', 'tos', 'diarrea', 'náuseas', 'mareos']"
D0316,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['presión alta', 'artritis', 'alergia', 'diabetes', 'azúcar en sangre', 'epilepsia']","['diarrea', 'problemas para dormir', 'tos', 'dificultad para respirar', 'fatiga', 'dolor torácico']"
D0317,Tendinitis del manguito rotador,Enfermedades musculoesqueléticas,"['eczema', 'dolor', 'inflamación', 'ataque al corazón', 'ansiedad', 'colesterol']","['sangrado', 'dolor de cabeza', 'fiebre', 'náuseas', 'pérdida de peso', 'fatiga']"
D0318,Fibromialgia,Enfermedades musculoesqueléticas,"['asma', 'dolor', 'ansiedad', 'problema digestivo', 'cáncer', 'epilepsia']","['dolor abdominal', 'tos', 'dolor de cabeza', 'confusión', 'pérdida de apetito', 'pérdida de memoria']"
D0319,Espondilitis anquilosante,Enfermedades musculoesqueléticas,"['ansiedad', 'diabetes', 'problema digestivo', 'ataque al corazón', 'alergia', 'dolor']","['fatiga', 'hinchazón', 'náuseas', 'pérdida de apetito', 'diarrea', 'pérdida de peso']"
D0320,Gota tofácea,Enfermedades musculoesqueléticas,"['cáncer', 'presión alta', 'diabetes', 'inflamación', 'problema digestivo', 'depresión']","['problemas para dormir', 'confusión', 'dificultad para respirar', 'pérdida de apetito', 'visión borrosa', 'fiebre']"
D0321,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['inflamación', 'hipotiroidismo', 'colesterol', 'asma', 'cáncer', 'alergia']","['hinchazón', 'dolor torácico', 'sangrado', 'vómitos', 'dificultad para respirar', 'problemas para dormir']"
D0322,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['colesterol', 'azúcar en sangre', 'cáncer', 'artritis', 'ansiedad', 'hipotiroidismo']","['fatiga', 'hinchazón', 'pérdida de memoria', 'tos', 'fiebre', 'confusión']"
D0323,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['inflamación', 'problema cardíaco', 'alergia', 'azúcar en sangre', 'ataque al corazón', 'eczema']","['dolor torácico', 'dolor abdominal', 'sangrado', 'dificultad para respirar', 'tos', 'pérdida de apetito']"
D0324,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['epilepsia', 'ataque al corazón', 'ictus', 'presión alta', 'azúcar en sangre', 'ansiedad']","['confusión', 'dificultad para respirar', 'pérdida de peso', 'mareos', 'dolor abdominal', 'náuseas']"
D0325,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['cáncer', 'inflamación', 'hipotiroidismo', 'epilepsia', 'alergia', 'presión alta']","['tos', 'dificultad para respirar', 'pérdida de apetito', 'pérdida de memoria', 'vómitos', 'fatiga']"
D0326,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['problema digestivo', 'diabetes', 'colesterol', 'eczema', 'alergia', 'infección']","['problemas para dormir', 'dolor abdominal', 'confusión', 'fatiga', 'dolor torácico', 'pérdida de memoria']"
D0327,Tendinitis del manguito rotador,Enfermedades musculoesqueléticas,"['infección', 'dolor', 'problema digestivo', 'asma', 'diabetes', 'azúcar en sangre']","['sangrado', 'confusión', 'náuseas', 'fiebre', 'diarrea', 'problemas para dormir']"
D0328,Fibromialgia,Enfermedades musculoesqueléticas,"['azúcar en sangre', 'ansiedad', 'inflamación', 'ataque al corazón', 'cáncer', 'diabetes']","['problemas para dormir', 'dolor torácico', 'mareos', 'confusión', 'tos', 'dolor abdominal']"
D0329,Espondilitis anquilosante,Enfermedades musculoesqueléticas,"['asma', 'azúcar en sangre', 'ansiedad', 'problema digestivo', 'problema cardíaco', 'colesterol']","['tos', 'dolor torácico', 'mareos', 'pérdida de peso', 'fiebre', 'dificultad para respirar']"
D0330,Gota tofácea,Enfermedades musculoesqueléticas,"['problema digestivo', 'azúcar en sangre', 'cáncer', 'inflamación', 'ansiedad', 'dolor']","['confusión', 'mareos', 'náuseas', 'dolor abdominal', 'hinchazón', 'pérdida de peso']"
D0331,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['infección', 'inflamación', 'eczema', 'dolor', 'alergia', 'depresión']","['hinchazón', 'fiebre', 'pérdida de peso', 'dolor torácico', 'mareos', 'dificultad para respirar']"
D0332,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['colesterol', 'azúcar en sangre', 'cáncer', 'ansiedad', 'asma', 'epilepsia']","['problemas para dormir', 'dificultad para respirar', 'sangrado', 'vómitos', 'visión borrosa', 'náuseas']"
D0333,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['alergia', 'hipotiroidismo', 'epilepsia', 'infección', 'depresión', 'eczema']","['dolor torácico', 'diarrea', 'tos', 'mareos', 'pérdida de memoria', 'problemas para dormir']"
D0334,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['epilepsia', 'ansiedad', 'presión alta', 'asma', 'eczema', 'problema digestivo']","['vómitos', 'pérdida de peso', 'sangrado', 'dificultad para respirar', 'náuseas', 'dolor torácico']"
D0335,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['problema digestivo', 'eczema', 'ataque al corazón', 'cáncer', 'infección', 'presión alta']","['fiebre', 'diarrea', 'dificultad para respirar', 'dolor torácico', 'problemas para dormir', 'pérdida de memoria']"
D0336,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['ictus', 'cáncer', 'asma', 'eczema', 'problema cardíaco', 'presión alta']","['mareos', 'fiebre', 'tos', 'diarrea', 'confusión', 'dificultad para respirar']"
D0337,Tendinitis del manguito rotador,Enfermedades musculoesqueléticas,"['ansiedad', 'diabetes', 'alergia', 'inflamación', 'presión alta', 'asma']","['tos', 'visión borrosa', 'fiebre', 'vómitos', 'pérdida de apetito', 'dolor abdominal']"
D0338,Fibromialgia,Enfermedades musculoesqueléticas,"['ataque al corazón', 'asma', 'artritis', 'alergia', 'infección', 'inflamación']","['pérdida de memoria', 'visión borrosa', 'fatiga', 'dolor torácico', 'diarrea', 'tos']"
D0339,Espondilitis anquilosante,Enfermedades musculoesqueléticas,"['ansiedad', 'azúcar en sangre', 'hipotiroidismo', 'depresión', 'infección', 'ataque al corazón']","['pérdida de peso', 'confusión', 'dolor torácico', 'sangrado', 'dolor de cabeza', 'mareos']"
D0340,Gota tofácea,Enfermedades musculoesqueléticas,"['problema cardíaco', 'azúcar en sangre', 'depresión', 'epilepsia', 'hipotiroidismo', 'infección']","['dolor torácico', 'visión borrosa', 'tos', 'pérdida de apetito', 'fiebre', 'diarrea']"
D0341,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['asma', 'azúcar en sangre', 'depresión', 'ictus', 'hipotiroidismo', 'cáncer']","['sangrado', 'dolor torácico', 'visión borrosa', 'náuseas', 'pérdida de apetito', 'pérdida de memoria']"
D0342,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['colesterol', 'azúcar en sangre', 'dolor', 'alergia', 'depresión', 'diabetes']","['pérdida de apetito', 'visión borrosa', 'náuseas', 'pérdida de peso', 'tos', 'dolor abdominal']"
D0343,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['asma', 'diabetes', 'artritis', 'eczema', 'azúcar en sangre', 'problema digestivo']","['problemas para dormir', 'pérdida de peso', 'visión borrosa', 'pérdida de apetito', 'diarrea', 'pérdida de memoria']"
D0344,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['artritis', 'presión alta', 'ictus', 'infección', 'cáncer', 'problema cardíaco']","['pérdida de peso', 'hinchazón', 'diarrea', 'dolor de cabeza', 'vómitos', 'pérdida de memoria']"
D0345,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['hipotiroidismo', 'infección', 'artritis', 'dolor', 'alergia', 'eczema']","['sangrado', 'pérdida de memoria', 'tos', 'fatiga', 'fiebre', 'pérdida de peso']"
D0346,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['ictus', 'inflamación', 'hipotiroidismo', 'infección', 'ataque al corazón', 'problema digestivo']","['problemas para dormir', 'fatiga', 'dolor abdominal', 'confusión', 'náuseas', 'dolor de cabeza']"
D0347,Tendinitis del manguito rotador,Enfermedades musculoesqueléticas,"['ataque al corazón', 'ictus', 'presión alta', 'diabetes', 'azúcar en sangre', 'alergia']","['problemas para dormir', 'hinchazón', 'fiebre', 'tos', 'fatiga', 'dificultad para respirar']"
D0348,Fibromialgia,Enfermedades musculoesqueléticas,"['diabetes', 'problema digestivo', 'eczema', 'problema cardíaco', 'artritis', 'azúcar en sangre']","['pérdida de apetito', 'fatiga', 'náuseas', 'hinchazón', 'fiebre', 'dolor torácico']"
D0349,Espondilitis anquilosante,Enfermedades musculoesqueléticas,"['problema cardíaco', 'alergia', 'dolor', 'ictus', 'epilepsia', 'hipotiroidismo']","['pérdida de apetito', 'visión borrosa', 'dolor abdominal', 'diarrea', 'mareos', 'tos']"
D0350,Gota tofácea,Enfermedades musculoesqueléticas,"['hipotiroidismo', 'alergia', 'colesterol', 'depresión', 'ataque al corazón', 'asma']","['diarrea', 'náuseas', 'dificultad para respirar', 'confusión', 'fatiga', 'dolor torácico']"
D0351,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['infección', 'alergia', 'diabetes', 'azúcar en sangre', 'ansiedad', 'artritis']","['dolor torácico', 'dificultad para respirar', 'fatiga', 'diarrea', 'dolor abdominal', 'fiebre']"
D0352,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['diabetes', 'inflamación', 'eczema', 'asma', 'problema digestivo', 'ictus']","['pérdida de memoria', 'dificultad para respirar', 'sangrado', 'pérdida de apetito', 'náuseas', 'problemas para dormir']"
D0353,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['colesterol', 'cáncer', 'eczema', 'infección', 'ansiedad', 'inflamación']","['dolor abdominal', 'tos', 'fiebre', 'mareos', 'confusión', 'pérdida de peso']"
D0354,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['colesterol', 'artritis', 'depresión', 'asma', 'cáncer', 'eczema']","['vómitos', 'hinchazón', 'mareos', 'fiebre', 'dolor abdominal', 'dolor torácico']"
D0355,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['depresión', 'alergia', 'hipotiroidismo', 'presión alta', 'ictus', 'colesterol']","['problemas para dormir', 'tos', 'fiebre', 'vómitos', 'pérdida de memoria', 'hinchazón']"
D0356,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['presión alta', 'ataque al corazón', 'cáncer', 'artritis', 'alergia', 'ictus']","['dolor abdominal', 'dolor de cabeza', 'confusión', 'pérdida de peso', 'tos', 'fatiga']"
D0357,Tendinitis del manguito rotador,Enfermedades musculoesqueléticas,"['cáncer', 'problema digestivo', 'inflamación', 'azúcar en sangre', 'artritis', 'alergia']","['problemas para dormir', 'visión borrosa', 'mareos', 'dolor abdominal', 'sangrado', 'tos']"
D0358,Fibromialgia,Enfermedades musculoesqueléticas,"['cáncer', 'ataque al corazón', 'problema cardíaco', 'alergia', 'azúcar en sangre', 'depresión']","['fatiga', 'dolor torácico', 'confusión', 'tos', 'pérdida de apetito', 'vómitos']"
D0359,Espondilitis anquilosante,Enfermedades musculoesqueléticas,"['colesterol', 'ataque al corazón', 'problema cardíaco', 'cáncer', 'presión alta', 'eczema']","['pérdida de peso', 'mareos', 'dolor abdominal', 'náuseas', 'hinchazón', 'dolor de cabeza']"
D0360,Gota tofácea,Enfermedades musculoesqueléticas,"['diabetes', 'cáncer', 'alergia', 'ataque al corazón', 'asma', 'epilepsia']","['dolor de cabeza', 'mareos', 'fiebre', 'dolor abdominal', 'pérdida de memoria', 'tos']"
D0361,Artritis reumatoide seropositiva,Enfermedades musculoesqueléticas,"['diabetes', 'cáncer', 'epilepsia', 'alergia', 'artritis', 'ictus']","['sangrado', 'dolor torácico', 'pérdida de apetito', 'dificultad para respirar', 'vómitos', 'pérdida de memoria']"
D0362,Osteoartritis de rodilla,Enfermedades musculoesqueléticas,"['ataque al corazón', 'cáncer', 'azúcar en sangre', 'infección', 'diabetes', 'dolor']","['dolor abdominal', 'problemas para dormir', 'visión borrosa', 'dolor torácico', 'mareos', 'pérdida de apetito']"
D0363,Lumbalgia crónica,Enfermedades musculoesqueléticas,"['hipotiroidismo', 'eczema', 'inflamación', 'presión alta', 'alergia', 'ictus']","['mareos', 'dolor torácico', 'hinchazón', 'confusión', 'fatiga', 'dolor de cabeza']"
D0364,Ciática por hernia discal,Enfermedades musculoesqueléticas,"['inflamación', 'ansiedad', 'dolor', 'infección', 'diabetes', 'ictus']","['pérdida de peso', 'mareos', 'pérdida de apetito', 'diarrea', 'visión borrosa', 'dolor torácico']"
D0365,Fractura de cadera osteoporótica,Enfermedades musculoesqueléticas,"['colesterol', 'diabetes', 'asma', 'azúcar en sangre', 'ictus', 'problema digestivo']","['pérdida de apetito', 'pérdida de memoria', 'náuseas', 'visión borrosa', 'problemas para dormir', 'sangrado']"
D0366,Síndrome del túnel carpiano,Enfermedades musculoesqueléticas,"['eczema', 'colesterol', 'problema digestivo', 'problema cardíaco', 'hipotiroidismo', 'presión alta']","['pérdida de apetito', 'dolor torácico', 'visión borrosa', 'vómitos', 'confusión', 'dolor de cabeza']"
